Country,Year,Primary,Secondary,Tertiary,Region
,1850,0,0,0,"Asia and the Pacific"
,1855,0,0,0,"Asia and the Pacific"
,1860,"0,01",0,0,"Asia and the Pacific"
,1865,"0,02",0,0,"Asia and the Pacific"
,1870,"0,03",0,0,"Asia and the Pacific"
,1875,"0,06","0,01",0,"Asia and the Pacific"
,1880,"0,11","0,01",0,"Asia and the Pacific"
,1885,"0,18","0,02",0,"Asia and the Pacific"
,1890,"0,31","0,04",0,"Asia and the Pacific"
,1895,"0,5","0,06",0,"Asia and the Pacific"
,1900,"0,8","0,09",0,"Asia and the Pacific"
,1905,"1,27","0,15","0,01","Asia and the Pacific"
,1910,"1,99","0,23","0,02","Asia and the Pacific"
,1915,"3,08","0,36","0,03","Asia and the Pacific"
,1920,"4,7","0,55","0,04","Asia and the Pacific"
,1925,"7,09","0,85","0,07","Asia and the Pacific"
,1930,"10,5","1,3","0,1","Asia and the Pacific"
,1935,"15,22","1,97","0,12","Asia and the Pacific"
,1940,"21,51","2,97","0,14","Asia and the Pacific"
,1945,"29,42","4,44","0,05","Asia and the Pacific"
,1950,"38,76","6,58","0,14","Asia and the Pacific"
,1955,"32,94","11,18","0,59","Asia and the Pacific"
,1960,56,17,"3,85","Asia and the Pacific"
,1965,79,28,"4,49","Asia and the Pacific"
,1970,87,29,"4,6","Asia and the Pacific"
,1975,91,44,"5,3","Asia and the Pacific"
,1980,96,62,"6,4","Asia and the Pacific"
,1985,95,68,"9,4","Asia and the Pacific"
,1990,95,68,"16,2","Asia and the Pacific"
,1995,"95,06","70,84","19,7","Asia and the Pacific"
,2000,"95,31","73,29","25,85","Asia and the Pacific"
,2005,"94,32","77,15",32,"Asia and the Pacific"
,2010,"96,36","83,2",57,"Asia and the Pacific"
,,,,,
,,,,,
,,,,,
,,,,,
India,1820,"0,01",0,0,"Asia and the Pacific"
,1825,"0,02",0,0,"Asia and the Pacific"
,1830,"0,03",0,0,"Asia and the Pacific"
,1835,"0,03",0,0,"Asia and the Pacific"
,1840,"0,05",0,0,"Asia and the Pacific"
,1845,"0,06",0,0,"Asia and the Pacific"
,1850,"0,08",0,0,"Asia and the Pacific"
,1855,"0,11",0,0,"Asia and the Pacific"
,1860,"0,15",0,0,"Asia and the Pacific"
,1865,"0,2",0,0,"Asia and the Pacific"
,1870,"0,26",0,0,"Asia and the Pacific"
,1875,"0,35",0,0,"Asia and the Pacific"
,1880,"0,48","0,01",0,"Asia and the Pacific"
,1885,"0,62","0,08",0,"Asia and the Pacific"
,1890,1,"0,13",0,"Asia and the Pacific"
,1895,"1,24","0,13",0,"Asia and the Pacific"
,1900,"1,33","0,13",0,"Asia and the Pacific"
,1905,"1,81","0,16",0,"Asia and the Pacific"
,1910,"2,52","0,29",0,"Asia and the Pacific"
,1915,"3,14","0,28",0,"Asia and the Pacific"
,1920,"3,76","0,29","0,01","Asia and the Pacific"
,1925,"4,63","0,33",0,"Asia and the Pacific"
,1930,"3,9","0,51","0,01","Asia and the Pacific"
,1935,"4,44","0,68","0,02","Asia and the Pacific"
,1940,"6,38","0,9","0,03","Asia and the Pacific"
,1945,"8,06","1,12","0,05","Asia and the Pacific"
,1950,"15,95","2,53","0,19","Asia and the Pacific"
,1955,"22,59","2,87","0,36","Asia and the Pacific"
,1960,"20,43","3,2","0,58","Asia and the Pacific"
,1965,"31,43","5,6","1,12","Asia and the Pacific"
,1970,44,12,"1,85","Asia and the Pacific"
,1975,"47,14","12,8","4,2","Asia and the Pacific"
,1980,"52,64","17,6",5,"Asia and the Pacific"
,1985,"62,07","21,6","3,8","Asia and the Pacific"
,1990,66,"25,6","4,2","Asia and the Pacific"
,1995,"86,4","30,4","4,8","Asia and the Pacific"
,2000,"84,41","36,53",7,"Asia and the Pacific"
,2005,100,"52,76",9,"Asia and the Pacific"
,2010,100,"62,38",15,"Asia and the Pacific"
,,,,,
,,,,,
,,,,,
,,,,,
Indonesia,1820,0,0,0,"Asia and the Pacific"
,1825,0,0,0,"Asia and the Pacific"
,1830,0,0,0,"Asia and the Pacific"
,1835,0,0,0,"Asia and the Pacific"
,1840,0,0,0,"Asia and the Pacific"
,1845,0,0,0,"Asia and the Pacific"
,1850,0,0,0,"Asia and the Pacific"
,1855,0,0,0,"Asia and the Pacific"
,1860,0,0,0,"Asia and the Pacific"
,1865,0,0,0,"Asia and the Pacific"
,1870,0,0,0,"Asia and the Pacific"
,1875,"0,13",0,0,"Asia and the Pacific"
,1880,"0,38",0,0,"Asia and the Pacific"
,1885,"0,54",0,0,"Asia and the Pacific"
,1890,"0,63",0,0,"Asia and the Pacific"
,1895,"0,92",0,0,"Asia and the Pacific"
,1900,"1,02",0,0,"Asia and the Pacific"
,1905,"1,42",0,0,"Asia and the Pacific"
,1910,"1,95","0,01",0,"Asia and the Pacific"
,1915,"2,57","0,01",0,"Asia and the Pacific"
,1920,"3,33","0,02",0,"Asia and the Pacific"
,1925,"4,64","0,02",0,"Asia and the Pacific"
,1930,"7,68","0,16",0,"Asia and the Pacific"
,1935,"9,32","0,13",0,"Asia and the Pacific"
,1940,"10,71","0,19",0,"Asia and the Pacific"
,1945,"12,69","0,58","0,01","Asia and the Pacific"
,1950,"24,04","0,97","0,17","Asia and the Pacific"
,1955,"35,38","2,27","0,23","Asia and the Pacific"
,1960,"46,72","2,6","0,29","Asia and the Pacific"
,1965,"55,54","6,07","0,66","Asia and the Pacific"
,1970,"62,59","8,67","1,3","Asia and the Pacific"
,1975,67,13,"1,33","Asia and the Pacific"
,1980,83,"19,15","2,4","Asia and the Pacific"
,1985,96,"28,85","4,2","Asia and the Pacific"
,1990,96,36,"5,62","Asia and the Pacific"
,1995,95,"43,56","8,6","Asia and the Pacific"
,2000,100,56,14,"Asia and the Pacific"
,2005,100,62,15,"Asia and the Pacific"
,2010,100,78,23,"Asia and the Pacific"
,,,,,
,,,,,
,,,,,
,,,,,
Malaysia,1820,"0,02",0,0,"Asia and the Pacific"
,1825,"0,03",0,0,"Asia and the Pacific"
,1830,"0,04",0,0,"Asia and the Pacific"
,1835,"0,06",0,0,"Asia and the Pacific"
,1840,"0,08",0,0,"Asia and the Pacific"
,1845,"0,11",0,0,"Asia and the Pacific"
,1850,"0,14",0,0,"Asia and the Pacific"
,1855,"0,2",0,0,"Asia and the Pacific"
,1860,"0,27","0,01",0,"Asia and the Pacific"
,1865,"0,37","0,01",0,"Asia and the Pacific"
,1870,"0,51","0,01",0,"Asia and the Pacific"
,1875,"0,7","0,01",0,"Asia and the Pacific"
,1880,"0,95","0,02",0,"Asia and the Pacific"
,1885,"1,3","0,03",0,"Asia and the Pacific"
,1890,"1,78","0,04",0,"Asia and the Pacific"
,1895,"2,42","0,05",0,"Asia and the Pacific"
,1900,"3,3","0,07",0,"Asia and the Pacific"
,1905,"4,47","0,09",0,"Asia and the Pacific"
,1910,"6,03","0,13",0,"Asia and the Pacific"
,1915,"8,09","0,17","0,01","Asia and the Pacific"
,1920,"10,77","0,23","0,02","Asia and the Pacific"
,1925,"14,21","0,32","0,03","Asia and the Pacific"
,1930,"18,52","0,43","0,06","Asia and the Pacific"
,1935,"23,78","0,59","0,09","Asia and the Pacific"
,1940,"29,99","0,81","0,15","Asia and the Pacific"
,1945,"37,05","1,1","0,24","Asia and the Pacific"
,1950,"44,72","1,49","0,37","Asia and the Pacific"
,1955,"49,32","2,92","0,56","Asia and the Pacific"
,1960,"82,01","10,61","0,84","Asia and the Pacific"
,1965,"79,05","20,25","1,33","Asia and the Pacific"
,1970,83,27,"0,9","Asia and the Pacific"
,1975,"87,94","37,61","1,6","Asia and the Pacific"
,1980,"89,92","47,25","3,2","Asia and the Pacific"
,1985,"97,82","51,11","5,2","Asia and the Pacific"
,1990,"91,89","55,93","6,8","Asia and the Pacific"
,1995,92,"56,89","9,5","Asia and the Pacific"
,2000,98,69,26,"Asia and the Pacific"
,2005,98,69,31,"Asia and the Pacific"
,2010,"98,79",67,41,"Asia and the Pacific"
,,,,,
,,,,,
,,,,,
,,,,,
Myanmar,1820,0,0,0,"Asia and the Pacific"
,1825,"0,01",0,0,"Asia and the Pacific"
,1830,"0,01",0,0,"Asia and the Pacific"
,1835,"0,02",0,0,"Asia and the Pacific"
,1840,"0,04",0,0,"Asia and the Pacific"
,1845,"0,07",0,0,"Asia and the Pacific"
,1850,"0,11",0,0,"Asia and the Pacific"
,1855,"0,18",0,0,"Asia and the Pacific"
,1860,"0,28",0,0,"Asia and the Pacific"
,1865,"0,42",0,0,"Asia and the Pacific"
,1870,"0,64",0,0,"Asia and the Pacific"
,1875,"0,95","0,01",0,"Asia and the Pacific"
,1880,"1,4","0,01",0,"Asia and the Pacific"
,1885,"2,06","0,02",0,"Asia and the Pacific"
,1890,"2,99","0,04",0,"Asia and the Pacific"
,1895,"1,34","0,07",0,"Asia and the Pacific"
,1900,"4,9","0,11",0,"Asia and the Pacific"
,1905,"2,17","0,17",0,"Asia and the Pacific"
,1910,"7,15","0,26","0,01","Asia and the Pacific"
,1915,"8,5","0,4","0,01","Asia and the Pacific"
,1920,"9,86","0,6","0,01","Asia and the Pacific"
,1925,"11,21","0,91","0,04","Asia and the Pacific"
,1930,"12,56","1,36","0,06","Asia and the Pacific"
,1935,"13,92","1,4","0,08","Asia and the Pacific"
,1940,"15,27","1,56","0,11","Asia and the Pacific"
,1945,"16,62","0,25","0,2","Asia and the Pacific"
,1950,"17,97","1,42","0,29","Asia and the Pacific"
,1955,"44,7","3,18","0,42","Asia and the Pacific"
,1960,"33,17","4,94","0,57","Asia and the Pacific"
,1965,44,"7,76","0,86","Asia and the Pacific"
,1970,61,12,"1,75","Asia and the Pacific"
,1975,63,"13,41","2,9","Asia and the Pacific"
,1980,"69,3","14,12","4,5","Asia and the Pacific"
,1985,"75,6","15,53","4,8","Asia and the Pacific"
,1990,80,"16,24","4,9","Asia and the Pacific"
,1995,"80,58","22,2","6,7","Asia and the Pacific"
,2000,"96,49","36,01",8,"Asia and the Pacific"
,2005,100,43,12,"Asia and the Pacific"
,2010,100,"49,4",16,"Asia and the Pacific"
,,,,,
,,,,,
,,,,,
,,,,,
Nepal,1820,0,0,0,"Asia and the Pacific"
,1825,0,0,0,"Asia and the Pacific"
,1830,0,0,0,"Asia and the Pacific"
,1835,0,0,0,"Asia and the Pacific"
,1840,0,0,0,"Asia and the Pacific"
,1845,0,0,0,"Asia and the Pacific"
,1850,0,0,0,"Asia and the Pacific"
,1855,0,0,0,"Asia and the Pacific"
,1860,0,0,0,"Asia and the Pacific"
,1865,0,0,0,"Asia and the Pacific"
,1870,0,0,0,"Asia and the Pacific"
,1875,0,0,0,"Asia and the Pacific"
,1880,0,0,0,"Asia and the Pacific"
,1885,0,0,0,"Asia and the Pacific"
,1890,0,0,0,"Asia and the Pacific"
,1895,0,0,0,"Asia and the Pacific"
,1900,0,"0,01",0,"Asia and the Pacific"
,1905,0,"0,01",0,"Asia and the Pacific"
,1910,0,"0,01",0,"Asia and the Pacific"
,1915,"0,01","0,02",0,"Asia and the Pacific"
,1920,"0,01","0,03",0,"Asia and the Pacific"
,1925,"0,01","0,04",0,"Asia and the Pacific"
,1930,"0,01","0,06",0,"Asia and the Pacific"
,1935,"0,01","0,08",0,"Asia and the Pacific"
,1940,"0,01","0,11",0,"Asia and the Pacific"
,1945,"0,01","0,15",0,"Asia and the Pacific"
,1950,0,"0,7",0,"Asia and the Pacific"
,1955,"0,17","1,02",0,"Asia and the Pacific"
,1960,"2,14","1,5","0,2","Asia and the Pacific"
,1965,5,"1,5","0,36","Asia and the Pacific"
,1970,"5,71","2,25","0,73","Asia and the Pacific"
,1975,"11,43",3,"0,73","Asia and the Pacific"
,1980,"37,86","6,75","1,3","Asia and the Pacific"
,1985,35,9,"1,9","Asia and the Pacific"
,1990,"52,86",15,"2,4","Asia and the Pacific"
,1995,"70,31","22,75","2,6","Asia and the Pacific"
,2000,"82,9","27,07",2,"Asia and the Pacific"
,2005,"87,4","41,63",6,"Asia and the Pacific"
,2010,100,"56,58",11,"Asia and the Pacific"
,,,,,
,,,,,
,,,,,
,,,,,
Pakistan,1820,0,0,0,"Asia and the Pacific"
,1825,0,0,0,"Asia and the Pacific"
,1830,0,0,0,"Asia and the Pacific"
,1835,0,0,0,"Asia and the Pacific"
,1840,0,0,0,"Asia and the Pacific"
,1845,0,0,0,"Asia and the Pacific"
,1850,"0,01",0,0,"Asia and the Pacific"
,1855,"0,01",0,0,"Asia and the Pacific"
,1860,"0,01",0,0,"Asia and the Pacific"
,1865,"0,01",0,0,"Asia and the Pacific"
,1870,"0,02",0,0,"Asia and the Pacific"
,1875,"0,02","0,01",0,"Asia and the Pacific"
,1880,"0,03","0,01",0,"Asia and the Pacific"
,1885,"0,04","0,02",0,"Asia and the Pacific"
,1890,"0,05","0,03",0,"Asia and the Pacific"
,1895,"0,06","0,05",0,"Asia and the Pacific"
,1900,"0,08","0,08",0,"Asia and the Pacific"
,1905,"0,11","0,12",0,"Asia and the Pacific"
,1910,"0,14","0,18",0,"Asia and the Pacific"
,1915,"0,18","0,27",0,"Asia and the Pacific"
,1920,"0,24","0,4",0,"Asia and the Pacific"
,1925,"0,31","0,59",0,"Asia and the Pacific"
,1930,"0,4","0,87",0,"Asia and the Pacific"
,1935,"0,52","1,26",0,"Asia and the Pacific"
,1940,"0,67","1,83",0,"Asia and the Pacific"
,1945,"0,87","2,64",0,"Asia and the Pacific"
,1950,"1,12","3,78","0,16","Asia and the Pacific"
,1955,"5,07","5,4","0,27","Asia and the Pacific"
,1960,9,"4,05","0,37","Asia and the Pacific"
,1965,17,"5,68","0,74","Asia and the Pacific"
,1970,17,"4,05",1,"Asia and the Pacific"
,1975,"21,64","5,72","0,9","Asia and the Pacific"
,1980,"20,09","6,73","1,1","Asia and the Pacific"
,1985,"26,27","6,85","1,4","Asia and the Pacific"
,1990,"23,95","10,84","1,6","Asia and the Pacific"
,1995,"34,77","11,38",2,"Asia and the Pacific"
,2000,"55,48","19,9",2,"Asia and the Pacific"
,2005,"70,08","28,42",4,"Asia and the Pacific"
,2010,"83,47","33,06",6,"Asia and the Pacific"
,,,,,
,,,,,
,,,,,
,,,,,
Philippines,1820,"0,19",0,0,"Asia and the Pacific"
,1825,"0,27",0,0,"Asia and the Pacific"
,1830,"0,26",0,0,"Asia and the Pacific"
,1835,"0,35",0,0,"Asia and the Pacific"
,1840,"0,47",0,0,"Asia and the Pacific"
,1845,"0,62",0,0,"Asia and the Pacific"
,1850,"0,83",0,0,"Asia and the Pacific"
,1855,"1,11",0,0,"Asia and the Pacific"
,1860,"1,48",0,0,"Asia and the Pacific"
,1865,"3,18",0,0,"Asia and the Pacific"
,1870,"4,3",0,0,"Asia and the Pacific"
,1875,"5,8",0,0,"Asia and the Pacific"
,1880,"7,77",0,0,"Asia and the Pacific"
,1885,"10,34",0,0,"Asia and the Pacific"
,1890,"13,64",0,0,"Asia and the Pacific"
,1895,"17,79",0,"0,01","Asia and the Pacific"
,1900,"22,86",0,"0,01","Asia and the Pacific"
,1905,"28,88","0,02","0,01","Asia and the Pacific"
,1910,"24,24","0,18","0,01","Asia and the Pacific"
,1915,"37,99","0,4","0,1","Asia and the Pacific"
,1920,"51,74","0,79","0,19","Asia and the Pacific"
,1925,"65,49","1,45","0,24","Asia and the Pacific"
,1930,"72,39","2,55","0,65","Asia and the Pacific"
,1935,"79,29","3,19","0,83","Asia and the Pacific"
,1940,"86,19","3,83","1,23","Asia and the Pacific"
,1945,"93,1","4,47","1,63","Asia and the Pacific"
,1950,100,"11,53","3,55","Asia and the Pacific"
,1955,100,"12,87","5,48","Asia and the Pacific"
,1960,"81,58","17,68","13,2","Asia and the Pacific"
,1965,99,28,"20,8","Asia and the Pacific"
,1970,100,"41,23","22,2","Asia and the Pacific"
,1975,"94,78","45,61","21,7","Asia and the Pacific"
,1980,94,49,"28,5","Asia and the Pacific"
,1985,95,51,"40,3","Asia and the Pacific"
,1990,100,55,"31,9","Asia and the Pacific"
,1995,100,"57,75","34,1","Asia and the Pacific"
,2000,100,"77,18",32,"Asia and the Pacific"
,2005,100,"82,29",30,"Asia and the Pacific"
,2010,100,"83,7",31,"Asia and the Pacific"
,,,,,
,,,,,
,,,,,
,,,,,
"Republic of Korea",1820,0,0,0,"Asia and the Pacific"
,1825,0,0,0,"Asia and the Pacific"
,1830,0,0,0,"Asia and the Pacific"
,1835,0,0,0,"Asia and the Pacific"
,1840,0,0,0,"Asia and the Pacific"
,1845,0,0,0,"Asia and the Pacific"
,1850,0,0,0,"Asia and the Pacific"
,1855,0,0,0,"Asia and the Pacific"
,1860,0,0,0,"Asia and the Pacific"
,1865,0,0,0,"Asia and the Pacific"
,1870,0,0,0,"Asia and the Pacific"
,1875,0,0,0,"Asia and the Pacific"
,1880,0,0,0,"Asia and the Pacific"
,1885,"0,01",0,0,"Asia and the Pacific"
,1890,"0,03",0,0,"Asia and the Pacific"
,1895,"0,07",0,0,"Asia and the Pacific"
,1900,"0,13",0,0,"Asia and the Pacific"
,1905,"0,24",0,0,"Asia and the Pacific"
,1910,"0,44",0,"0,01","Asia and the Pacific"
,1915,"0,76",0,"0,01","Asia and the Pacific"
,1920,"1,55",0,"0,01","Asia and the Pacific"
,1925,"6,45","0,01","0,02","Asia and the Pacific"
,1930,"8,12","0,02","0,02","Asia and the Pacific"
,1935,"13,58","0,03","0,03","Asia and the Pacific"
,1940,"30,68","0,05","0,14","Asia and the Pacific"
,1945,"37,05","0,08","0,22","Asia and the Pacific"
,1950,"43,41","4,82","0,33","Asia and the Pacific"
,1955,"77,81","10,62","0,63","Asia and the Pacific"
,1960,"90,35","13,12","1,57","Asia and the Pacific"
,1965,"88,52","23,44","3,17","Asia and the Pacific"
,1970,94,30,"3,9","Asia and the Pacific"
,1975,100,45,"5,4","Asia and the Pacific"
,1980,100,65,"7,5","Asia and the Pacific"
,1985,93,"80,21","21,2","Asia and the Pacific"
,1990,100,84,"25,1","Asia and the Pacific"
,1995,96,96,"37,6","Asia and the Pacific"
,2000,100,99,59,"Asia and the Pacific"
,2005,100,98,73,"Asia and the Pacific"
,2010,100,97,85,"Asia and the Pacific"
,,,,,
,,,,,
,,,,,
,,,,,
"Sri Lanka",1820,"0,07",0,0,"Asia and the Pacific"
,1825,"0,1",0,0,"Asia and the Pacific"
,1830,"0,14",0,0,"Asia and the Pacific"
,1835,"0,19",0,0,"Asia and the Pacific"
,1840,"0,26",0,0,"Asia and the Pacific"
,1845,"0,36",0,0,"Asia and the Pacific"
,1850,"0,51",0,0,"Asia and the Pacific"
,1855,"0,7",0,0,"Asia and the Pacific"
,1860,"0,97",0,0,"Asia and the Pacific"
,1865,"1,35",0,0,"Asia and the Pacific"
,1870,"1,86",0,0,"Asia and the Pacific"
,1875,"2,57",0,0,"Asia and the Pacific"
,1880,"3,54","0,01",0,"Asia and the Pacific"
,1885,"4,86","0,02",0,"Asia and the Pacific"
,1890,"6,63","0,05",0,"Asia and the Pacific"
,1895,"8,98","0,1",0,"Asia and the Pacific"
,1900,"12,07","0,18",0,"Asia and the Pacific"
,1905,"18,37","0,31",0,"Asia and the Pacific"
,1910,"25,67","0,54",0,"Asia and the Pacific"
,1915,"32,97","0,91",0,"Asia and the Pacific"
,1920,"40,27","1,5","0,01","Asia and the Pacific"
,1925,"47,57","2,43","0,01","Asia and the Pacific"
,1930,"54,87","3,9","0,02","Asia and the Pacific"
,1935,"62,17","3,78","0,03","Asia and the Pacific"
,1940,"69,47","4,47","0,04","Asia and the Pacific"
,1945,"76,77","5,79","0,05","Asia and the Pacific"
,1950,"84,07","15,72","0,13","Asia and the Pacific"
,1955,"84,57","19,59","0,16","Asia and the Pacific"
,1960,"58,78","12,96","0,28","Asia and the Pacific"
,1965,64,"27,54","0,98","Asia and the Pacific"
,1970,"92,16","38,88",1,"Asia and the Pacific"
,1975,"72,55","41,65",1,"Asia and the Pacific"
,1980,"95,1","47,32","2,5","Asia and the Pacific"
,1985,100,"61,64",3,"Asia and the Pacific"
,1990,100,"66,99","3,7","Asia and the Pacific"
,1995,100,"67,86","4,2","Asia and the Pacific"
,2000,100,"80,86","9,47","Asia and the Pacific"
,2005,"97,27","79,95","14,73","Asia and the Pacific"
,2010,"98,38","96,48",20,"Asia and the Pacific"
,,,,,
,,,,,
,,,,,
,,,,,
Taiwan,1820,0,0,0,"Asia and the Pacific"
,1825,0,0,0,"Asia and the Pacific"
,1830,0,0,0,"Asia and the Pacific"
,1835,0,0,0,"Asia and the Pacific"
,1840,0,0,0,"Asia and the Pacific"
,1845,0,0,0,"Asia and the Pacific"
,1850,0,0,0,"Asia and the Pacific"
,1855,0,0,0,"Asia and the Pacific"
,1860,0,0,0,"Asia and the Pacific"
,1865,0,0,0,"Asia and the Pacific"
,1870,0,0,0,"Asia and the Pacific"
,1875,0,0,0,"Asia and the Pacific"
,1880,"0,1",0,0,"Asia and the Pacific"
,1885,"0,29",0,0,"Asia and the Pacific"
,1890,"0,66",0,0,"Asia and the Pacific"
,1895,"1,32",0,0,"Asia and the Pacific"
,1900,"2,48",0,0,"Asia and the Pacific"
,1905,"4,44",0,0,"Asia and the Pacific"
,1910,"14,2",0,0,"Asia and the Pacific"
,1915,"23,96","0,01",0,"Asia and the Pacific"
,1920,"33,71","0,02",0,"Asia and the Pacific"
,1925,"43,47","0,05",0,"Asia and the Pacific"
,1930,"53,23","0,11",0,"Asia and the Pacific"
,1935,"62,99","0,2",0,"Asia and the Pacific"
,1940,"72,74","0,36","0,01","Asia and the Pacific"
,1945,"82,5","0,62","0,01","Asia and the Pacific"
,1950,"92,26","4,81","0,14","Asia and the Pacific"
,1955,100,"9,06","0,45","Asia and the Pacific"
,1960,"94,08","9,87","1,3","Asia and the Pacific"
,1965,"96,04","18,84","3,5","Asia and the Pacific"
,1970,"97,02","40,36","6,4","Asia and the Pacific"
,1975,"97,02","53,81",7,"Asia and the Pacific"
,1980,"97,02","69,96","9,1","Asia and the Pacific"
,1985,98,"71,75",11,"Asia and the Pacific"
,1990,98,87,45,"Asia and the Pacific"
,1995,98,"91,35",34,"Asia and the Pacific"
,2000,"99,01",93,59,"Asia and the Pacific"
,2005,"99,68",93,85,"Asia and the Pacific"
,2010,100,"95,51","89,01","Asia and the Pacific"
,,,,,
,,,,,
,,,,,
,,,,,
Thailand,1820,0,0,0,"Asia and the Pacific"
,1825,0,0,0,"Asia and the Pacific"
,1830,0,0,0,"Asia and the Pacific"
,1835,0,0,0,"Asia and the Pacific"
,1840,0,0,0,"Asia and the Pacific"
,1845,0,0,0,"Asia and the Pacific"
,1850,"0,02",0,0,"Asia and the Pacific"
,1855,"0,04",0,0,"Asia and the Pacific"
,1860,"0,09",0,0,"Asia and the Pacific"
,1865,"0,17",0,0,"Asia and the Pacific"
,1870,"0,31",0,0,"Asia and the Pacific"
,1875,"0,53",0,0,"Asia and the Pacific"
,1880,"0,89",0,0,"Asia and the Pacific"
,1885,"3,04",0,0,"Asia and the Pacific"
,1890,"3,34",0,0,"Asia and the Pacific"
,1895,"3,63",0,0,"Asia and the Pacific"
,1900,"3,93",0,0,"Asia and the Pacific"
,1905,"4,22",0,0,"Asia and the Pacific"
,1910,"4,52",0,0,"Asia and the Pacific"
,1915,"16,46",0,0,"Asia and the Pacific"
,1920,"28,39",0,0,"Asia and the Pacific"
,1925,"40,33",0,0,"Asia and the Pacific"
,1930,"52,26","0,48",0,"Asia and the Pacific"
,1935,"64,2","1,15","0,03","Asia and the Pacific"
,1940,"76,13","1,89","0,04","Asia and the Pacific"
,1945,"88,07","1,8","0,21","Asia and the Pacific"
,1950,100,"2,38","0,3","Asia and the Pacific"
,1955,100,"5,61","0,47","Asia and the Pacific"
,1960,88,5,"1,17","Asia and the Pacific"
,1965,68,8,"1,03","Asia and the Pacific"
,1970,"70,68",12,"2,2","Asia and the Pacific"
,1975,"72,47","18,4","2,7","Asia and the Pacific"
,1980,"85,89","22,4",10,"Asia and the Pacific"
,1985,"86,79","23,2",15,"Asia and the Pacific"
,1990,"78,74","25,6","12,87","Asia and the Pacific"
,1995,"93,12","35,15","20,1","Asia and the Pacific"
,2000,"92,54","56,47",38,"Asia and the Pacific"
,2005,"90,72","64,67",47,"Asia and the Pacific"
,2010,"89,79","75,6",56,"Asia and the Pacific"
,,,,,
,,,,,
,,,,,
,,,,,
Albania,1820,"0,14",0,0,"Eastern Europe"
,1825,"0,18",0,0,"Eastern Europe"
,1830,"0,23",0,0,"Eastern Europe"
,1835,"0,29",0,0,"Eastern Europe"
,1840,"0,38",0,0,"Eastern Europe"
,1845,"0,49",0,0,"Eastern Europe"
,1850,"0,62",0,0,"Eastern Europe"
,1855,"0,8",0,0,"Eastern Europe"
,1860,"1,03",0,0,"Eastern Europe"
,1865,"1,33",0,0,"Eastern Europe"
,1870,"1,7",0,0,"Eastern Europe"
,1875,"3,21",0,0,"Eastern Europe"
,1880,"3,85",0,0,"Eastern Europe"
,1885,"4,59",0,0,"Eastern Europe"
,1890,"5,48",0,0,"Eastern Europe"
,1895,"6,53",0,0,"Eastern Europe"
,1900,"7,76",0,0,"Eastern Europe"
,1905,"9,2",0,0,"Eastern Europe"
,1910,"10,88",0,0,"Eastern Europe"
,1915,"12,82",0,0,"Eastern Europe"
,1920,"15,04",0,0,"Eastern Europe"
,1925,"17,58",0,0,"Eastern Europe"
,1930,"20,45",0,0,"Eastern Europe"
,1935,"25,5","0,25",0,"Eastern Europe"
,1940,"30,55","0,42",0,"Eastern Europe"
,1945,"65,27","0,67","0,01","Eastern Europe"
,1950,100,"1,08","0,04","Eastern Europe"
,1955,"95,75","1,93","0,21","Eastern Europe"
,1960,"67,81","9,56","1,53","Eastern Europe"
,1965,"78,28","22,92","3,71","Eastern Europe"
,1970,"91,32","24,24","3,8","Eastern Europe"
,1975,"92,51","39,14","5,4","Eastern Europe"
,1980,"93,69","55,29","5,7","Eastern Europe"
,1985,"93,31","61,76","10,7","Eastern Europe"
,1990,"91,07","68,23",10,"Eastern Europe"
,1995,"91,97","32,27",13,"Eastern Europe"
,2000,"97,72","61,43",16,"Eastern Europe"
,2005,"96,26","76,96",30,"Eastern Europe"
,2010,"97,03","81,34",51,"Eastern Europe"
,,,,,
,,,,,
,,,,,
,,,,,
Bulgaria,1820,"4,34",0,0,"Eastern Europe"
,1825,"5,08",0,0,"Eastern Europe"
,1830,"5,95",0,0,"Eastern Europe"
,1835,"6,95",0,0,"Eastern Europe"
,1840,"8,11",0,0,"Eastern Europe"
,1845,"9,43",0,0,"Eastern Europe"
,1850,"10,95",0,0,"Eastern Europe"
,1855,"12,69",0,0,"Eastern Europe"
,1860,"14,65",0,0,"Eastern Europe"
,1865,"16,86",0,0,"Eastern Europe"
,1870,"19,32",0,0,"Eastern Europe"
,1875,"22,05",0,0,"Eastern Europe"
,1880,"25,05","0,01",0,"Eastern Europe"
,1885,"28,31","0,02",0,"Eastern Europe"
,1890,"31,82","0,04",0,"Eastern Europe"
,1895,"35,23","0,07",0,"Eastern Europe"
,1900,"38,65","0,13",0,"Eastern Europe"
,1905,"70,98","0,23",0,"Eastern Europe"
,1910,"73,44","0,39",0,"Eastern Europe"
,1915,"74,79","0,65",0,"Eastern Europe"
,1920,"76,15","1,06","0,06","Eastern Europe"
,1925,"77,5","1,72","0,09","Eastern Europe"
,1930,"78,85","2,74","0,15","Eastern Europe"
,1935,"80,2","4,32","0,25","Eastern Europe"
,1940,"81,56","6,68","0,39","Eastern Europe"
,1945,"82,91","10,16","0,62","Eastern Europe"
,1950,"84,26","39,55","0,96","Eastern Europe"
,1955,"90,14","52,17","4,77","Eastern Europe"
,1960,"90,14","51,33","8,57","Eastern Europe"
,1965,100,"46,28",15,"Eastern Europe"
,1970,"97,98","65,63","14,8","Eastern Europe"
,1975,97,"74,89","22,3","Eastern Europe"
