country,year,primary,secondary,tertiary,region
spain,1905,43,0,0,"advanced economies"
spain,1910,43,0,0,"advanced economies"
spain,1915,44,0,0,"advanced economies"
spain,1920,44,1,0,"advanced economies"
spain,1925,44,1,0,"advanced economies"
spain,1930,48,1,0,"advanced economies"
spain,1935,52,1,0,"advanced economies"
spain,1940,56,2,0,"advanced economies"
spain,1945,60,3,0,"advanced economies"
spain,1950,64,4,0,"advanced economies"
spain,1955,80,5,0,"advanced economies"
spain,1960,84,11,1,"advanced economies"
spain,1965,83,21,2,"advanced economies"
spain,1970,95,35,4,"advanced economies"
spain,1975,100,61,14,"advanced economies"
spain,1980,100,75,21,"advanced economies"
spain,1985,98,85,28,"advanced economies"
spain,1990,100,95,38,"advanced economies"
spain,1995,100,97,52,"advanced economies"
spain,2000,100,91,64,"advanced economies"
spain,2005,100,96,73,"advanced economies"
spain,2010,100,100,86,"advanced economies"
sweden,1820,40,0,0,"advanced economies"
sweden,1825,43,0,0,"advanced economies"
sweden,1830,45,0,0,"advanced economies"
sweden,1835,48,0,0,"advanced economies"
sweden,1840,51,0,0,"advanced economies"
sweden,1845,54,0,0,"advanced economies"
sweden,1850,56,0,0,"advanced economies"
sweden,1855,58,0,0,"advanced economies"
sweden,1860,60,0,0,"advanced economies"
sweden,1865,63,1,0,"advanced economies"
sweden,1870,65,1,0,"advanced economies"
sweden,1875,67,1,0,"advanced economies"
sweden,1880,69,2,0,"advanced economies"
sweden,1885,71,3,0,"advanced economies"
sweden,1890,74,3,0,"advanced economies"
sweden,1895,76,3,0,"advanced economies"
sweden,1900,78,3,0,"advanced economies"
sweden,1905,80,4,0,"advanced economies"
sweden,1910,82,4,0,"advanced economies"
sweden,1915,84,4,0,"advanced economies"
sweden,1920,87,4,0,"advanced economies"
sweden,1925,89,5,0,"advanced economies"
sweden,1930,91,5,0,"advanced economies"
sweden,1935,93,6,1,"advanced economies"
sweden,1940,95,7,1,"advanced economies"
sweden,1945,97,8,1,"advanced economies"
sweden,1950,100,22,0,"advanced economies"
sweden,1955,100,25,1,"advanced economies"
sweden,1960,95,54,6,"advanced economies"
sweden,1965,97,80,11,"advanced economies"
sweden,1970,93,78,18,"advanced economies"
sweden,1975,100,75,23,"advanced economies"
sweden,1980,95,83,34,"advanced economies"
sweden,1985,98,84,32,"advanced economies"
sweden,1990,99,85,35,"advanced economies"
sweden,1995,100,97,47,"advanced economies"
sweden,2000,100,97,80,"advanced economies"
sweden,2005,96,100,100,"advanced economies"
sweden,2010,100,93,91,"advanced economies"
switzerland,1820,59,0,0,"advanced economies"
switzerland,1825,63,0,0,"advanced economies"
switzerland,1830,66,0,0,"advanced economies"
switzerland,1835,68,0,0,"advanced economies"
switzerland,1840,71,0,0,"advanced economies"
switzerland,1845,74,0,0,"advanced economies"
switzerland,1850,76,0,0,"advanced economies"
switzerland,1855,79,0,0,"advanced economies"
switzerland,1860,81,0,0,"advanced economies"
switzerland,1865,84,0,0,"advanced economies"
switzerland,1870,86,0,0,"advanced economies"
switzerland,1875,89,0,0,"advanced economies"
switzerland,1880,92,0,0,"advanced economies"
switzerland,1885,96,0,0,"advanced economies"
switzerland,1890,100,0,0,"advanced economies"
switzerland,1895,100,1,0,"advanced economies"
switzerland,1900,100,1,0,"advanced economies"
switzerland,1905,100,1,0,"advanced economies"
switzerland,1910,85,2,0,"advanced economies"
switzerland,1915,85,2,0,"advanced economies"
switzerland,1920,85,3,0,"advanced economies"
switzerland,1925,84,3,0,"advanced economies"
switzerland,1930,84,4,0,"advanced economies"
switzerland,1935,84,6,1,"advanced economies"
switzerland,1940,84,7,1,"advanced economies"
switzerland,1945,83,9,1,"advanced economies"
switzerland,1950,83,11,0,"advanced economies"
switzerland,1955,87,15,0,"advanced economies"
switzerland,1960,100,27,2,"advanced economies"
switzerland,1965,80,39,3,"advanced economies"
switzerland,1970,79,49,4,"advanced economies"
switzerland,1975,85,52,7,"advanced economies"
switzerland,1980,94,55,11,"advanced economies"
switzerland,1985,93,58,13,"advanced economies"
switzerland,1990,94,76,18,"advanced economies"
switzerland,1995,100,85,24,"advanced economies"
switzerland,2000,100,90,32,"advanced economies"
switzerland,2005,100,92,42,"advanced economies"
switzerland,2010,100,93,52,"advanced economies"
turkey,1820,0,0,0,"advanced economies"
turkey,1825,0,0,0,"advanced economies"
turkey,1830,0,0,0,"advanced economies"
turkey,1835,0,0,0,"advanced economies"
turkey,1840,0,0,0,"advanced economies"
turkey,1845,0,0,0,"advanced economies"
turkey,1850,0,0,0,"advanced economies"
turkey,1855,0,0,0,"advanced economies"
turkey,1860,0,0,0,"advanced economies"
turkey,1865,0,0,0,"advanced economies"
turkey,1870,0,0,0,"advanced economies"
turkey,1875,0,0,0,"advanced economies"
turkey,1880,0,0,0,"advanced economies"
turkey,1885,0,0,0,"advanced economies"
turkey,1890,1,0,0,"advanced economies"
turkey,1895,1,0,0,"advanced economies"
turkey,1900,2,0,0,"advanced economies"
turkey,1905,3,0,0,"advanced economies"
turkey,1910,4,0,0,"advanced economies"
turkey,1915,6,0,0,"advanced economies"
turkey,1920,9,0,0,"advanced economies"
turkey,1925,15,0,0,"advanced economies"
turkey,1930,21,0,0,"advanced economies"
turkey,1935,26,1,0,"advanced economies"
turkey,1940,32,2,0,"advanced economies"
turkey,1945,38,1,0,"advanced economies"
turkey,1950,44,1,0,"advanced economies"
turkey,1955,46,2,0,"advanced economies"
turkey,1960,37,6,1,"advanced economies"
turkey,1965,74,7,2,"advanced economies"
turkey,1970,85,12,2,"advanced economies"
turkey,1975,83,15,3,"advanced economies"
turkey,1980,84,18,3,"advanced economies"
turkey,1985,100,22,6,"advanced economies"
turkey,1990,100,28,9,"advanced economies"
turkey,1995,94,33,14,"advanced economies"
turkey,2000,93,59,19,"advanced economies"
turkey,2005,98,81,28,"advanced economies"
turkey,2010,100,82,50,"advanced economies"
usa,1820,41,3,0,"advanced economies"
usa,1825,42,3,0,"advanced economies"
usa,1830,48,4,0,"advanced economies"
usa,1835,55,5,0,"advanced economies"
usa,1840,61,7,0,"advanced economies"
usa,1845,68,8,0,"advanced economies"
usa,1850,75,10,0,"advanced economies"
usa,1855,88,11,0,"advanced economies"
usa,1860,93,12,0,"advanced economies"
usa,1865,96,12,0,"advanced economies"
usa,1870,100,12,0,"advanced economies"
usa,1875,100,13,0,"advanced economies"
usa,1880,100,14,0,"advanced economies"
usa,1885,100,15,0,"advanced economies"
usa,1890,100,16,0,"advanced economies"
usa,1895,100,17,0,"advanced economies"
usa,1900,100,18,0,"advanced economies"
usa,1905,100,19,0,"advanced economies"
usa,1910,100,20,0,"advanced economies"
usa,1915,100,23,1,"advanced economies"
usa,1920,100,28,2,"advanced economies"
usa,1925,100,34,3,"advanced economies"
usa,1930,99,37,4,"advanced economies"
usa,1935,98,41,4,"advanced economies"
usa,1940,97,45,5,"advanced economies"
usa,1945,96,44,7,"advanced economies"
usa,1950,100,29,6,"advanced economies"
usa,1955,100,30,8,"advanced economies"
usa,1960,95,78,23,"advanced economies"
usa,1965,95,82,31,"advanced economies"
usa,1970,95,82,41,"advanced economies"
usa,1975,94,82,52,"advanced economies"
usa,1980,94,83,58,"advanced economies"
usa,1985,96,90,64,"advanced economies"
usa,1990,98,79,83,"advanced economies"
usa,1995,96,86,91,"advanced economies"
usa,2000,100,88,78,"advanced economies"
usa,2005,99,91,96,"advanced economies"
usa,2010,99,88,100,"advanced economies"
afghanistan,1820,0,0,0,"asia and the pacific"
afghanistan,1825,0,0,0,"asia and the pacific"
afghanistan,1830,0,0,0,"asia and the pacific"
afghanistan,1835,0,0,0,"asia and the pacific"
afghanistan,1840,0,0,0,"asia and the pacific"
afghanistan,1845,0,0,0,"asia and the pacific"
afghanistan,1850,0,0,0,"asia and the pacific"
afghanistan,1855,0,0,0,"asia and the pacific"
afghanistan,1860,0,0,0,"asia and the pacific"
afghanistan,1865,0,0,0,"asia and the pacific"
afghanistan,1870,0,0,0,"asia and the pacific"
afghanistan,1875,0,0,0,"asia and the pacific"
afghanistan,1880,0,0,0,"asia and the pacific"
afghanistan,1885,0,0,0,"asia and the pacific"
afghanistan,1890,0,0,0,"asia and the pacific"
afghanistan,1895,0,0,0,"asia and the pacific"
afghanistan,1900,0,0,0,"asia and the pacific"
afghanistan,1905,0,0,0,"asia and the pacific"
afghanistan,1910,0,0,0,"asia and the pacific"
afghanistan,1915,0,0,0,"asia and the pacific"
afghanistan,1920,0,0,0,"asia and the pacific"
afghanistan,1925,0,0,0,"asia and the pacific"
afghanistan,1930,0,0,0,"asia and the pacific"
afghanistan,1935,0,0,0,"asia and the pacific"
afghanistan,1940,0,0,0,"asia and the pacific"
afghanistan,1945,0,0,0,"asia and the pacific"
afghanistan,1950,0,0,0,"asia and the pacific"
afghanistan,1955,0,0,0,"asia and the pacific"
afghanistan,1960,1,0,0,"asia and the pacific"
afghanistan,1965,4,0,0,"asia and the pacific"
afghanistan,1970,7,1,0,"asia and the pacific"
afghanistan,1975,7,1,0,"asia and the pacific"
afghanistan,1980,11,3,0,"asia and the pacific"
afghanistan,1985,10,5,0,"asia and the pacific"
afghanistan,1990,13,5,1,"asia and the pacific"
afghanistan,1995,30,10,2,"asia and the pacific"
afghanistan,2000,4,0,1,"asia and the pacific"
afghanistan,2005,61,19,1,"asia and the pacific"
afghanistan,2010,68,50,1,"asia and the pacific"
bangladesh,1820,0,0,0,"asia and the pacific"
bangladesh,1825,0,0,0,"asia and the pacific"
bangladesh,1830,0,0,0,"asia and the pacific"
bangladesh,1835,0,0,0,"asia and the pacific"
bangladesh,1840,0,0,0,"asia and the pacific"
bangladesh,1845,0,0,0,"asia and the pacific"
bangladesh,1850,0,0,0,"asia and the pacific"
bangladesh,1855,0,0,0,"asia and the pacific"
bangladesh,1860,0,0,0,"asia and the pacific"
bangladesh,1865,0,0,0,"asia and the pacific"
bangladesh,1870,0,0,0,"asia and the pacific"
bangladesh,1875,0,0,0,"asia and the pacific"
bangladesh,1880,0,0,0,"asia and the pacific"
bangladesh,1885,0,0,0,"asia and the pacific"
bangladesh,1890,0,0,0,"asia and the pacific"
bangladesh,1895,0,0,0,"asia and the pacific"
bangladesh,1900,1,0,0,"asia and the pacific"
bangladesh,1905,1,0,0,"asia and the pacific"
bangladesh,1910,2,0,0,"asia and the pacific"
bangladesh,1915,2,0,0,"asia and the pacific"
bangladesh,1920,3,0,0,"asia and the pacific"
bangladesh,1925,4,0,0,"asia and the pacific"
bangladesh,1930,6,0,0,"asia and the pacific"
bangladesh,1935,7,0,0,"asia and the pacific"
bangladesh,1940,10,0,0,"asia and the pacific"
bangladesh,1945,13,0,0,"asia and the pacific"
bangladesh,1950,16,0,0,"asia and the pacific"
bangladesh,1955,20,0,0,"asia and the pacific"
bangladesh,1960,24,1,0,"asia and the pacific"
bangladesh,1965,29,3,0,"asia and the pacific"
bangladesh,1970,32,8,0,"asia and the pacific"
bangladesh,1975,46,11,0,"asia and the pacific"
bangladesh,1980,43,7,0,"asia and the pacific"
bangladesh,1985,45,11,1,"asia and the pacific"
bangladesh,1990,64,11,1,"asia and the pacific"
bangladesh,1995,64,11,1,"asia and the pacific"
bangladesh,2000,95,46,4,"asia and the pacific"
bangladesh,2005,90,41,4,"asia and the pacific"
bangladesh,2010,94,48,8,"asia and the pacific"
cambodia,1820,0,0,0,"asia and the pacific"
cambodia,1825,0,0,0,"asia and the pacific"
cambodia,1830,0,0,0,"asia and the pacific"
cambodia,1835,0,0,0,"asia and the pacific"
cambodia,1840,0,0,0,"asia and the pacific"
cambodia,1845,0,0,0,"asia and the pacific"
cambodia,1850,0,0,0,"asia and the pacific"
cambodia,1855,0,0,0,"asia and the pacific"
cambodia,1860,0,0,0,"asia and the pacific"
cambodia,1865,0,0,0,"asia and the pacific"
cambodia,1870,0,0,0,"asia and the pacific"
cambodia,1875,0,0,0,"asia and the pacific"
cambodia,1880,0,0,0,"asia and the pacific"
cambodia,1885,0,0,0,"asia and the pacific"
cambodia,1890,0,0,0,"asia and the pacific"
cambodia,1895,0,0,0,"asia and the pacific"
cambodia,1900,0,0,0,"asia and the pacific"
cambodia,1905,0,0,0,"asia and the pacific"
cambodia,1910,0,0,0,"asia and the pacific"
cambodia,1915,0,0,0,"asia and the pacific"
cambodia,1920,0,0,0,"asia and the pacific"
cambodia,1925,0,0,0,"asia and the pacific"
cambodia,1930,0,0,0,"asia and the pacific"
cambodia,1935,1,0,0,"asia and the pacific"
cambodia,1940,1,0,0,"asia and the pacific"
cambodia,1945,2,0,0,"asia and the pacific"
cambodia,1950,3,0,0,"asia and the pacific"
cambodia,1955,11,0,0,"asia and the pacific"
cambodia,1960,18,2,0,"asia and the pacific"
cambodia,1965,25,4,0,"asia and the pacific"
cambodia,1970,32,6,0,"asia and the pacific"
cambodia,1975,40,8,0,"asia and the pacific"
cambodia,1980,47,10,0,"asia and the pacific"
cambodia,1985,54,12,0,"asia and the pacific"
cambodia,1990,62,14,0,"asia and the pacific"
cambodia,1995,69,12,0,"asia and the pacific"
cambodia,2000,76,11,1,"asia and the pacific"
cambodia,2005,100,30,2,"asia and the pacific"
cambodia,2010,100,44,10,"asia and the pacific"
china,1820,0,0,0,"asia and the pacific"
china,1825,0,0,0,"asia and the pacific"
china,1830,0,0,0,"asia and the pacific"
china,1835,0,0,0,"asia and the pacific"
china,1840,0,0,0,"asia and the pacific"
china,1845,0,0,0,"asia and the pacific"
china,1850,0,0,0,"asia and the pacific"
china,1855,0,0,0,"asia and the pacific"
china,1860,0,0,0,"asia and the pacific"
china,1865,0,0,0,"asia and the pacific"
china,1870,0,0,0,"asia and the pacific"
china,1875,0,0,0,"asia and the pacific"
china,1880,0,0,0,"asia and the pacific"
china,1885,0,0,0,"asia and the pacific"
china,1890,0,0,0,"asia and the pacific"
china,1895,0,0,0,"asia and the pacific"
china,1900,0,0,0,"asia and the pacific"
china,1905,0,0,0,"asia and the pacific"
china,1910,1,0,0,"asia and the pacific"
china,1915,1,0,0,"asia and the pacific"
china,1920,2,0,0,"asia and the pacific"
china,1925,3,0,0,"asia and the pacific"
china,1930,5,0,0,"asia and the pacific"
china,1935,8,0,0,"asia and the pacific"
china,1940,9,0,0,"asia and the pacific"
china,1945,17,1,0,"asia and the pacific"
china,1950,35,7,0,"asia and the pacific"
china,1955,53,13,0,"asia and the pacific"
china,1960,71,15,0,"asia and the pacific"
china,1965,71,18,0,"asia and the pacific"
china,1970,71,18,0,"asia and the pacific"
china,1975,79,37,0,"asia and the pacific"
china,1980,82,36,0,"asia and the pacific"
china,1985,91,34,1,"asia and the pacific"
china,1990,95,41,2,"asia and the pacific"
china,1995,98,60,4,"asia and the pacific"
china,2000,100,56,10,"asia and the pacific"
china,2005,100,67,17,"asia and the pacific"
china,2010,100,83,24,"asia and the pacific"
fiji,1820,0,0,0,"asia and the pacific"
fiji,1825,0,0,0,"asia and the pacific"
fiji,1830,0,0,0,"asia and the pacific"
fiji,1835,0,0,0,"asia and the pacific"
fiji,1840,0,0,0,"asia and the pacific"
fiji,1845,0,0,0,"asia and the pacific"
fiji,1850,0,0,0,"asia and the pacific"
fiji,1855,0,0,0,"asia and the pacific"
fiji,1860,0,0,0,"asia and the pacific"
fiji,1865,0,0,0,"asia and the pacific"
fiji,1870,0,0,0,"asia and the pacific"
fiji,1875,0,0,0,"asia and the pacific"
fiji,1880,0,0,0,"asia and the pacific"
fiji,1885,0,0,0,"asia and the pacific"
fiji,1890,0,0,0,"asia and the pacific"
fiji,1895,1,0,0,"asia and the pacific"
fiji,1900,2,0,0,"asia and the pacific"
fiji,1905,3,0,0,"asia and the pacific"
fiji,1910,5,0,0,"asia and the pacific"
fiji,1915,8,0,0,"asia and the pacific"
fiji,1920,12,0,0,"asia and the pacific"
fiji,1925,19,0,0,"asia and the pacific"
fiji,1930,27,0,0,"asia and the pacific"
fiji,1935,37,1,0,"asia and the pacific"
fiji,1940,49,1,0,"asia and the pacific"
fiji,1945,62,1,0,"asia and the pacific"
fiji,1950,74,2,0,"asia and the pacific"
fiji,1955,76,2,0,"asia and the pacific"
fiji,1960,71,8,0,"asia and the pacific"
fiji,1965,70,11,0,"asia and the pacific"
fiji,1970,90,25,0,"asia and the pacific"
fiji,1975,100,43,1,"asia and the pacific"
fiji,1980,100,70,2,"asia and the pacific"
fiji,1985,100,50,2,"asia and the pacific"
fiji,1990,99,57,9,"asia and the pacific"
fiji,1995,100,59,10,"asia and the pacific"
fiji,2000,98,79,14,"asia and the pacific"
fiji,2005,100,88,18,"asia and the pacific"
fiji,2010,100,84,22,"asia and the pacific"
india,1820,0,0,0,"asia and the pacific"
india,1825,0,0,0,"asia and the pacific"
india,1830,0,0,0,"asia and the pacific"
india,1835,0,0,0,"asia and the pacific"
india,1840,0,0,0,"asia and the pacific"
india,1845,0,0,0,"asia and the pacific"
india,1850,0,0,0,"asia and the pacific"
india,1855,0,0,0,"asia and the pacific"
india,1860,0,0,0,"asia and the pacific"
india,1865,0,0,0,"asia and the pacific"
india,1870,0,0,0,"asia and the pacific"
india,1875,0,0,0,"asia and the pacific"
india,1880,0,0,0,"asia and the pacific"
india,1885,0,0,0,"asia and the pacific"
india,1890,1,0,0,"asia and the pacific"
india,1895,1,0,0,"asia and the pacific"
india,1900,1,0,0,"asia and the pacific"
india,1905,1,0,0,"asia and the pacific"
india,1910,2,0,0,"asia and the pacific"
india,1915,3,0,0,"asia and the pacific"
india,1920,3,0,0,"asia and the pacific"
india,1925,4,0,0,"asia and the pacific"
india,1930,3,0,0,"asia and the pacific"
india,1935,4,0,0,"asia and the pacific"
india,1940,6,0,0,"asia and the pacific"
india,1945,8,1,0,"asia and the pacific"
india,1950,15,2,0,"asia and the pacific"
india,1955,22,2,0,"asia and the pacific"
india,1960,20,3,0,"asia and the pacific"
india,1965,31,5,1,"asia and the pacific"
india,1970,44,12,1,"asia and the pacific"
india,1975,47,12,4,"asia and the pacific"
india,1980,52,17,5,"asia and the pacific"
india,1985,62,21,3,"asia and the pacific"
india,1990,66,25,4,"asia and the pacific"
india,1995,86,30,4,"asia and the pacific"
india,2000,84,36,7,"asia and the pacific"
india,2005,100,52,9,"asia and the pacific"
india,2010,100,62,15,"asia and the pacific"
indonesia,1820,0,0,0,"asia and the pacific"
indonesia,1825,0,0,0,"asia and the pacific"
indonesia,1830,0,0,0,"asia and the pacific"
indonesia,1835,0,0,0,"asia and the pacific"
indonesia,1840,0,0,0,"asia and the pacific"
indonesia,1845,0,0,0,"asia and the pacific"
indonesia,1850,0,0,0,"asia and the pacific"
indonesia,1855,0,0,0,"asia and the pacific"
indonesia,1860,0,0,0,"asia and the pacific"
indonesia,1865,0,0,0,"asia and the pacific"
indonesia,1870,0,0,0,"asia and the pacific"
indonesia,1875,0,0,0,"asia and the pacific"
indonesia,1880,0,0,0,"asia and the pacific"
indonesia,1885,0,0,0,"asia and the pacific"
indonesia,1890,0,0,0,"asia and the pacific"
indonesia,1895,0,0,0,"asia and the pacific"
indonesia,1900,1,0,0,"asia and the pacific"
indonesia,1905,1,0,0,"asia and the pacific"
indonesia,1910,1,0,0,"asia and the pacific"
indonesia,1915,2,0,0,"asia and the pacific"
indonesia,1920,3,0,0,"asia and the pacific"
indonesia,1925,4,0,0,"asia and the pacific"
indonesia,1930,7,0,0,"asia and the pacific"
indonesia,1935,9,0,0,"asia and the pacific"
indonesia,1940,10,0,0,"asia and the pacific"
indonesia,1945,12,0,0,"asia and the pacific"
indonesia,1950,24,0,0,"asia and the pacific"
indonesia,1955,35,2,0,"asia and the pacific"
indonesia,1960,46,2,0,"asia and the pacific"
indonesia,1965,55,6,0,"asia and the pacific"
indonesia,1970,62,8,1,"asia and the pacific"
indonesia,1975,67,13,1,"asia and the pacific"
indonesia,1980,83,19,2,"asia and the pacific"
indonesia,1985,96,28,4,"asia and the pacific"
indonesia,1990,96,36,5,"asia and the pacific"
indonesia,1995,95,43,8,"asia and the pacific"
indonesia,2000,100,56,14,"asia and the pacific"
indonesia,2005,100,62,15,"asia and the pacific"
indonesia,2010,100,78,23,"asia and the pacific"
malaysia,1820,0,0,0,"asia and the pacific"
malaysia,1825,0,0,0,"asia and the pacific"
malaysia,1830,0,0,0,"asia and the pacific"
malaysia,1835,0,0,0,"asia and the pacific"
malaysia,1840,0,0,0,"asia and the pacific"
malaysia,1845,0,0,0,"asia and the pacific"
malaysia,1850,0,0,0,"asia and the pacific"
malaysia,1855,0,0,0,"asia and the pacific"
malaysia,1860,0,0,0,"asia and the pacific"
malaysia,1865,0,0,0,"asia and the pacific"
malaysia,1870,0,0,0,"asia and the pacific"
malaysia,1875,0,0,0,"asia and the pacific"
malaysia,1880,0,0,0,"asia and the pacific"
malaysia,1885,1,0,0,"asia and the pacific"
malaysia,1890,1,0,0,"asia and the pacific"
malaysia,1895,2,0,0,"asia and the pacific"
malaysia,1900,3,0,0,"asia and the pacific"
malaysia,1905,4,0,0,"asia and the pacific"
malaysia,1910,6,0,0,"asia and the pacific"
malaysia,1915,8,0,0,"asia and the pacific"
malaysia,1920,10,0,0,"asia and the pacific"
malaysia,1925,14,0,0,"asia and the pacific"
malaysia,1930,18,0,0,"asia and the pacific"
malaysia,1935,23,0,0,"asia and the pacific"
malaysia,1940,29,0,0,"asia and the pacific"
malaysia,1945,37,1,0,"asia and the pacific"
malaysia,1950,44,1,0,"asia and the pacific"
malaysia,1955,49,2,0,"asia and the pacific"
malaysia,1960,82,10,0,"asia and the pacific"
malaysia,1965,79,20,1,"asia and the pacific"
malaysia,1970,83,27,0,"asia and the pacific"
malaysia,1975,87,37,1,"asia and the pacific"
malaysia,1980,89,47,3,"asia and the pacific"
malaysia,1985,97,51,5,"asia and the pacific"
malaysia,1990,91,55,6,"asia and the pacific"
malaysia,1995,92,56,9,"asia and the pacific"
malaysia,2000,98,69,26,"asia and the pacific"
malaysia,2005,98,69,31,"asia and the pacific"
malaysia,2010,98,67,41,"asia and the pacific"
myanmar,1820,0,0,0,"asia and the pacific"
myanmar,1825,0,0,0,"asia and the pacific"
myanmar,1830,0,0,0,"asia and the pacific"
myanmar,1835,0,0,0,"asia and the pacific"
myanmar,1840,0,0,0,"asia and the pacific"
myanmar,1845,0,0,0,"asia and the pacific"
myanmar,1850,0,0,0,"asia and the pacific"
myanmar,1855,0,0,0,"asia and the pacific"
myanmar,1860,0,0,0,"asia and the pacific"
myanmar,1865,0,0,0,"asia and the pacific"
myanmar,1870,0,0,0,"asia and the pacific"
myanmar,1875,0,0,0,"asia and the pacific"
myanmar,1880,1,0,0,"asia and the pacific"
myanmar,1885,2,0,0,"asia and the pacific"
myanmar,1890,2,0,0,"asia and the pacific"
myanmar,1895,1,0,0,"asia and the pacific"
myanmar,1900,4,0,0,"asia and the pacific"
myanmar,1905,2,0,0,"asia and the pacific"
myanmar,1910,7,0,0,"asia and the pacific"
myanmar,1915,8,0,0,"asia and the pacific"
myanmar,1920,9,0,0,"asia and the pacific"
myanmar,1925,11,0,0,"asia and the pacific"
myanmar,1930,12,1,0,"asia and the pacific"
myanmar,1935,13,1,0,"asia and the pacific"
myanmar,1940,15,1,0,"asia and the pacific"
myanmar,1945,16,0,0,"asia and the pacific"
myanmar,1950,17,1,0,"asia and the pacific"
myanmar,1955,44,3,0,"asia and the pacific"
myanmar,1960,33,4,0,"asia and the pacific"
myanmar,1965,44,7,0,"asia and the pacific"
myanmar,1970,61,12,1,"asia and the pacific"
myanmar,1975,63,13,2,"asia and the pacific"
myanmar,1980,69,14,4,"asia and the pacific"
myanmar,1985,75,15,4,"asia and the pacific"
myanmar,1990,80,16,4,"asia and the pacific"
myanmar,1995,80,22,6,"asia and the pacific"
myanmar,2000,96,36,8,"asia and the pacific"
myanmar,2005,100,43,12,"asia and the pacific"
myanmar,2010,100,49,16,"asia and the pacific"
nepal,1820,0,0,0,"asia and the pacific"
nepal,1825,0,0,0,"asia and the pacific"
nepal,1830,0,0,0,"asia and the pacific"
nepal,1835,0,0,0,"asia and the pacific"
nepal,1840,0,0,0,"asia and the pacific"
nepal,1845,0,0,0,"asia and the pacific"
nepal,1850,0,0,0,"asia and the pacific"
nepal,1855,0,0,0,"asia and the pacific"
nepal,1860,0,0,0,"asia and the pacific"
nepal,1865,0,0,0,"asia and the pacific"
nepal,1870,0,0,0,"asia and the pacific"
nepal,1875,0,0,0,"asia and the pacific"
nepal,1880,0,0,0,"asia and the pacific"
nepal,1885,0,0,0,"asia and the pacific"
nepal,1890,0,0,0,"asia and the pacific"
nepal,1895,0,0,0,"asia and the pacific"
nepal,1900,0,0,0,"asia and the pacific"
nepal,1905,0,0,0,"asia and the pacific"
nepal,1910,0,0,0,"asia and the pacific"
nepal,1915,0,0,0,"asia and the pacific"
nepal,1920,0,0,0,"asia and the pacific"
nepal,1925,0,0,0,"asia and the pacific"
nepal,1930,0,0,0,"asia and the pacific"
nepal,1935,0,0,0,"asia and the pacific"
nepal,1940,0,0,0,"asia and the pacific"
nepal,1945,0,0,0,"asia and the pacific"
nepal,1950,0,0,0,"asia and the pacific"
nepal,1955,0,1,0,"asia and the pacific"
nepal,1960,2,1,0,"asia and the pacific"
nepal,1965,5,1,0,"asia and the pacific"
nepal,1970,5,2,0,"asia and the pacific"
nepal,1975,11,3,0,"asia and the pacific"
nepal,1980,37,6,1,"asia and the pacific"
nepal,1985,35,9,1,"asia and the pacific"
nepal,1990,52,15,2,"asia and the pacific"
nepal,1995,70,22,2,"asia and the pacific"
nepal,2000,82,27,2,"asia and the pacific"
nepal,2005,87,41,6,"asia and the pacific"
nepal,2010,100,56,11,"asia and the pacific"
pakistan,1820,0,0,0,"asia and the pacific"
pakistan,1825,0,0,0,"asia and the pacific"
pakistan,1830,0,0,0,"asia and the pacific"
pakistan,1835,0,0,0,"asia and the pacific"
pakistan,1840,0,0,0,"asia and the pacific"
pakistan,1845,0,0,0,"asia and the pacific"
pakistan,1850,0,0,0,"asia and the pacific"
pakistan,1855,0,0,0,"asia and the pacific"
pakistan,1860,0,0,0,"asia and the pacific"
pakistan,1865,0,0,0,"asia and the pacific"
pakistan,1870,0,0,0,"asia and the pacific"
pakistan,1875,0,0,0,"asia and the pacific"
pakistan,1880,0,0,0,"asia and the pacific"
pakistan,1885,0,0,0,"asia and the pacific"
pakistan,1890,0,0,0,"asia and the pacific"
pakistan,1895,0,0,0,"asia and the pacific"
pakistan,1900,0,0,0,"asia and the pacific"
pakistan,1905,0,0,0,"asia and the pacific"
pakistan,1910,0,0,0,"asia and the pacific"
pakistan,1915,0,0,0,"asia and the pacific"
pakistan,1920,0,0,0,"asia and the pacific"
pakistan,1925,0,0,0,"asia and the pacific"
pakistan,1930,0,0,0,"asia and the pacific"
pakistan,1935,0,1,0,"asia and the pacific"
pakistan,1940,0,1,0,"asia and the pacific"
pakistan,1945,0,2,0,"asia and the pacific"
pakistan,1950,1,3,0,"asia and the pacific"
pakistan,1955,5,5,0,"asia and the pacific"
pakistan,1960,9,4,0,"asia and the pacific"
pakistan,1965,17,5,0,"asia and the pacific"
pakistan,1970,17,4,1,"asia and the pacific"
pakistan,1975,21,5,0,"asia and the pacific"
pakistan,1980,20,6,1,"asia and the pacific"
pakistan,1985,26,6,1,"asia and the pacific"
pakistan,1990,23,10,1,"asia and the pacific"
pakistan,1995,34,11,2,"asia and the pacific"
pakistan,2000,55,19,2,"asia and the pacific"
pakistan,2005,70,28,4,"asia and the pacific"
pakistan,2010,83,33,6,"asia and the pacific"
philippines,1820,0,0,0,"asia and the pacific"
philippines,1825,0,0,0,"asia and the pacific"
philippines,1830,0,0,0,"asia and the pacific"
philippines,1835,0,0,0,"asia and the pacific"
philippines,1840,0,0,0,"asia and the pacific"
philippines,1845,0,0,0,"asia and the pacific"
philippines,1850,0,0,0,"asia and the pacific"
philippines,1855,1,0,0,"asia and the pacific"
